package,gltf,obj,vertices,faces
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01a_sm.obj,2567,2410
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01b_sm.obj,2567,2410
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01c_sm.obj,2567,2410
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01d_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01d_sm.obj,1538,1548
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01e_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01e_sm.obj,1538,1548
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01f_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01f_sm.obj,1538,1548
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01g_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01g_sm.obj,1538,1548
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01h_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01h_sm.obj,2987,2876
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01i_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01i_sm.obj,2987,2876
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01j_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01j_sm.obj,2987,2876
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor01k_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor01k_sm.obj,2987,2876
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02_sm.obj,1330,1246
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02a_sm.obj,1330,1246
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02b_sm.obj,1330,1246
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02c_sm.obj,1330,1246
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02d_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02d_sm.obj,672,636
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02e_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02e_sm.obj,672,636
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02f_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02f_sm.obj,672,636
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02g_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02g_sm.obj,672,636
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02h_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02h_sm.obj,196,188
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02i_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02i_sm.obj,196,188
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02j_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02j_sm.obj,196,188
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02k_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02k_sm.obj,196,188
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02l_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02l_sm.obj,1120,1020
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02m_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02m_sm.obj,1120,1020
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02n_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02n_sm.obj,1120,1020
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_floor02o_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_floor02o_sm.obj,1120,1020
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco01_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco01_sm.obj,25792,27232
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco01a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco01a_sm.obj,614,664
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco01b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco01b_sm.obj,1246,1340
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco01c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco01c_sm.obj,682,700
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco02_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco02_sm.obj,25792,27232
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco02a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco02a_sm.obj,614,664
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco02b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco02b_sm.obj,1246,1340
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco02c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco02c_sm.obj,682,700
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco03_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco03_sm.obj,25792,27232
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco03a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco03a_sm.obj,614,664
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco03b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco03b_sm.obj,1246,1340
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco03c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco03c_sm.obj,682,700
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco04_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco04_sm.obj,37025,39264
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco04a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco04a_sm.obj,1746,1796
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco04b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco04b_sm.obj,1246,1340
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco04c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco04c_sm.obj,746,828
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco04d_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco04d_sm.obj,818,880
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco05_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco05_sm.obj,42446,41537
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco05a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco05a_sm.obj,2252,2131
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco05b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco05b_sm.obj,1198,1288
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco05c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco05c_sm.obj,829,821
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco05d_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco05d_sm.obj,932,923
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco06_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco06_sm.obj,17298,18324
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco06a_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco06a_sm.obj,614,664
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco06b_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco06b_sm.obj,1246,1340
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco06c_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco06c_sm.obj,682,700
BG_LIM_MAZEK_A,BG_LIM_MAZEK_A/StaticMesh3/bg_lim_mazek_structuredeco07_sm.gltf,Models/BG_LIM_MAZEK_A/bg_lim_mazek_structuredeco07_sm.obj,25792,27232
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_deco01_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_deco01_sm.obj,360,168
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_deco02_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_deco02_sm.obj,2304,1024
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_floor03_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_floor03_sm.obj,2814,1704
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_floor03a_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_floor03a_sm.obj,1445,870
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_floor03b_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_floor03b_sm.obj,388,288
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01_sm.obj,19433,14688
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01a_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01a_sm.obj,4254,3048
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01b_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01b_sm.obj,2880,2372
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01c_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01c_sm.obj,1476,720
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01d_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01d_sm.obj,1404,1064
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01e_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01e_sm.obj,3357,2584
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure01f_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure01f_sm.obj,2762,1696
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure02_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure02_sm.obj,9822,6428
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure02a_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure02a_sm.obj,6381,5020
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure02b_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure02b_sm.obj,1570,980
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_structure02c_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_structure02c_sm.obj,1579,980
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall01_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall01_sm.obj,8968,11032
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall01a_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall01a_sm.obj,2464,2784
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall01b_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall01b_sm.obj,1264,1412
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall01c_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall01c_sm.obj,6504,8248
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall02_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall02_sm.obj,3276,3684
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall02a_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall02a_sm.obj,1516,1656
BG_LIM_MAZEK_B,BG_LIM_MAZEK_B/StaticMesh3/bg_lim_mazek_wall02b_sm.gltf,Models/BG_LIM_MAZEK_B/bg_lim_mazek_wall02b_sm.obj,1760,2028
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_arch01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_arch01_sm.obj,3528,3262
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_arch01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_arch01a_sm.obj,1622,1482
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_arch01b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_arch01b_sm.obj,504,448
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01_sm.obj,8486,7932
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01a_sm.obj,1726,1696
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01b_sm.obj,1339,1256
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01c_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01c_sm.obj,3770,3642
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01d_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01d_sm.obj,535,632
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01e_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01e_sm.obj,382,454
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_bridge01f_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_bridge01f_sm.obj,462,500
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco01_sm.obj,2426,2218
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco02_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco02_sm.obj,264,200
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco03_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco03_sm.obj,94,111
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco03a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco03a_sm.obj,210,223
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco03b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco03b_sm.obj,153,151
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco04_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco04_sm.obj,94,111
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco04a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco04a_sm.obj,174,200
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco04b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco04b_sm.obj,102,108
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco05_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco05_sm.obj,94,111
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco05a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco05a_sm.obj,179,203
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco05b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco05b_sm.obj,113,119
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco06_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco06_sm.obj,44,44
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco07_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco07_sm.obj,47,52
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco08_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco08_sm.obj,62,68
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco09_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco09_sm.obj,99,106
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco10_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco10_sm.obj,139,142
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_deco11_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_deco11_sm.obj,19,13
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_door01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_door01_sm.obj,669,605
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_door02_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_door02_sm.obj,842,794
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_fence01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_fence01_sm.obj,1304,1100
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_fence01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_fence01a_sm.obj,1043,854
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_flowergarden01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_flowergarden01_sm.obj,2016,1518
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_flowergarden01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_flowergarden01a_sm.obj,2838,2234
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_flowergarden02_sm_alchemy.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_flowergarden02_sm_alchemy.obj,16470,23190
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_flowergarden02a_sm_alchemy.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_flowergarden02a_sm_alchemy.obj,3753,5598
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_flowergarden02b_sm_alchemy.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_flowergarden02b_sm_alchemy.obj,2838,4424
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_pillar01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_pillar01_sm.obj,3659,3501
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_pillar01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_pillar01a_sm.obj,1201,1109
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_pillar01b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_pillar01b_sm.obj,2458,2392
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_pillar02_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_pillar02_sm.obj,942,828
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_pillar02a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_pillar02a_sm.obj,862,1276
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window01_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window01_sm.obj,6877,5893
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window01a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window01a_sm.obj,2214,1876
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window01b_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window01b_sm.obj,5313,4582
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window01c_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window01c_sm.obj,1572,1303
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window02_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window02_sm.obj,1960,1708
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window03_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window03_sm.obj,2468,2540
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window04_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window04_sm.obj,6877,5893
BG_LIM_ROADY_A,BG_LIM_ROADY_A/StaticMesh3/bg_lim_roady_window04a_sm.gltf,Models/BG_LIM_ROADY_A/bg_lim_roady_window04a_sm.obj,5313,4582
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge02_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge02_sm.obj,24,12
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge02a_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge02a_sm.obj,1182,704
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge03_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge03_sm.obj,3348,1638
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge03a_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge03a_sm.obj,1484,876
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge03b_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge03b_sm.obj,2928,1728
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge04_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge04_sm.obj,1949,1102
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridge04a_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridge04a_sm.obj,3088,2112
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridgedeco01_sm.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridgedeco01_sm.obj,128,120
BG_LIM_ROADY_B,BG_LIM_ROADY_B/StaticMesh3/bg_lim_roady_bridgedeco02_sm_alchemy.gltf,Models/BG_LIM_ROADY_B/bg_lim_roady_bridgedeco02_sm_alchemy.obj,102,60
